id,full name,code,acronym,country,finantial
4701,South Airlines,,SOUTHLINE,Ukraine,N
4702,Skywest Airlines,,OZWEST,Australia,Y
4703,Sokol,,AEROSOKOL,Russia,N
4704,South Carolina Aeronautics Commission,,PALMETTO,United States,N
4705,Servicios Aereos Premier,,SERVICIOS PREMIER,Mexico,N
4706,Survey Udara (Penas),,PENAS,Indonesia,N
4707,Servicios Aereos Poblanos,,POBLANOS,Mexico,N
4708,Servicios Aereos Profesionales,,PROSERVICIOS,Dominican Republic,N
4709,Southeastern Airways,,POSTMAN,United States,N
4710,Spurwing Airlines,,SPURWING,South Africa,N
4711,Sky Trek International Airlines,1I,PHAZER,United States,N
4712,Shandong Airlines Rainbow Jet,,CAI HONG,China,N
4713,SA Airlink Regional,,REGIONAL LINK,South Africa,N
4714,Servicio Aereo Regional Regair,,REGAIR,Ecuador,N
4715,Scoala Superioara De Aviatie Civila,,ROMANIAN ACADEMY,Romania,N
4716,Servicios Aereos Regiomontanos,,REGIOMONTANO,Mexico,N
4717,S-Air,,S-AIRLINES,Russia,N
4718,Servicios De Rampa Y Mostrador,,SERAMSA,Mexico,N
4719,SNAS Aviation,,RED SEA,Saudi Arabia,N
4720,Skybus Airlines,SX,SKYBUS,United States,N
4721,Skymaster Air Lines,,SKYMASTER AIR,United States,N
4722,Sky Harbor Air Service,,SKY DAWG,United States,N
4723,Sky Tours,,SKYISLE,United States,N
4724,Sakaviaservice,,SAKSERVICE,Georgia,N
4725,Skycraft,,SKYCRAFT,United States,N
4726,Skycraft Air Transport,,SKYCRAFT-CANADA,Canada,N
4727,Skyking,,SKYKING,United Kingdom,N
4728,SkyKing Turks and Caicos Airways,RU,SKYKING,Turks and Caicos Islands,N
4729,Skylink Aviation,,SKYLINK,Canada,N
4730,Skycharter (Malton),,SKYCHARTER,Canada,N
4731,Skyline Aviation Services,,SKYLINER,United States,N
4732,Scottish Airways Flyers,,SKYWORK,United Kingdom,N
4733,Skyscapes Air Charters,,SKYSCAPES,South Africa,N
4734,Sky Service,,SKY SERVICE,Belgium,N
4735,Santa Barbara Airlines,S3,SANTA BARBARA,Venezuela,Y
4736,Skystar Airways,,SKY YOU,Thailand,N
4737,Sky Airline,H2,AEROSKY,Chile,Y
4738,SkyWest,OO,SKYWEST,United States,Y
4739,Skyways Express,JZ,SKY EXPRESS,Sweden,Y
4740,Skymark Airlines,BC,SKYMARK,Japan,Y
4741,Skyway Enterprises,,SKYWAY-INC,United States,N
4742,Sierra National Airlines,LJ,SELAIR,Sierra Leone,N
4743,Slok Air,,SLOK AIR,Nigeria,N
4744,Silver Air,,SILVERLINE,Czech Republic,N
4745,Streamline,,SLIPSTREAM,South Africa,N
4746,Starfly,,ELISTARFLY,Italy,N
4747,Saskatchewan Government,,LIFEGUARD,Canada,N
4748,Silverhawk Aviation,,SILVERHAWK,United States,N
4749,Servicios Aereos de Los Angeles,,AEROANGEL,Mexico,N
4750,SilkAir,MI,SILKAIR,Singapore,Y
4751,Slovak Airlines,6Q,SLOV LINE,Slovakia,N
4752,Surinam Airways,PY,SURINAM,Suriname,Y
4753,Sloane Aviation,,SLOANE,United Kingdom,N
4754,Salpa Aviation,,SALPA,Sudan,N
4755,Servicios Aereos Slainte,,SERVICIOS SLAINTE,Mexico,N
4756,Stella Aviation,,AVISTELLA,Mauritania,N
4757,Salama Airlines Nigeria,,SALMA AIR,Nigeria,N
4758,Sete Linhas Aereas,,SETE,Brazil,N
4759,Sky Line for Air Services,,SKYCO,Sudan,N
4760,Super Luza,,LUZA,Angola,N
4761,SMA Airlines,,SESAME,Nigeria,N
4762,Sabang Merauke Raya Air Charter,,SAMER,Indonesia,N
4763,Servicios Aereos La Marquesa,,SERVICIOS MARQUESA,Mexico,N
4764,Servant Air,8D,,United States,N
4765,Semos,,SEMICH,Kazakhstan,N
4766,Smalandsflyg,,GORDON,Sweden,N
4767,Smithair,,SMITHAIR,United States,N
4768,Semeyavia,,ERTIS,Kazakhstan,N
4769,Smith Air (1976),,SMITH AIR,Canada,N
4770,Summit Airlines,,SUMMIT-AIR,United States,N
4771,Samar Air,,SAMAR AIR,Tajikistan,N
4772,Somon Air,,SOMON AIR,Tajikistan,N
4773,Skyline,,SKYLIMIT,Nigeria,N
4774,Servicios Aerecs Del Sol,, S.A. de C.V.,AEROSOL,N
4775,Senator Aviation Charter,,SENATOR,Germany,N
4776,Sterling Airlines,NB,STERLING,Denmark,Y
4777,Servicios Aereos De Nicaragua (SANSA),,SANSA,Nicaragua,N
4778,Shans Air,,SHANS AIR,Russia,N
4779,Senair Services,,SENSERVICE,Senegal,N
4780,Savanah Airlines,,SAVANAHLINE,Nigeria,N
4781,Skynet Asia Airways,6J,NEWSKY,Japan,Y
4782,Southeast Airlines (Sun Jet International),,SUN KING,United States,N
4783,Soonair Lines,,SOONAIR,United States,N
4784,Servizi Aerei,,SERVIZI AEREI,Italy,N
4785,Sun Pacific International,,SUN PACIFIC,United States,N
4786,Sun Quest Executive Air Charter,,EXECU-QUEST,United States,N
4787,Societe Centrafricaine De Transport Aerien,,,Central African Republic,N
4788,Suncoast Aviation,,SUNCOAST,United States,N
4789,Snunit Aviation,,,Israel,N
4790,Sudanese States Aviation,,SUDANESE,Sudan,N
4791,Sun West Airlines,,SUN WEST,United States,N
4792,Sun Air Aviation Services,,SUNEX,Canada,N
4793,Stabo Freight,,STABO,Zambia,N
4794,Southern Cargo Air Lines,,,Russia,N
4795,Southern Ohio Aviation Sales,,SOUTHERN OHIO,United States,N
4796,Southern Aviation,,SOAVAIR,Zambia,N
4797,Solomon Airlines,IE,SOLOMON,Solomon Islands,Y
4798,Somali Airlines,,SOMALAIR,Somali Republic,N
4799,Sunshine Air Tours,,SUNSHINE TOURS,United States,N
4800,Southern Air,,SOUTHERN AIR,United States,N
4801,Solinair,,SOLINAIR,Slovenia,N
4802,Sonair Servico Aereo,,SONAIR,Angola,N
4803,Southeast Correct Craft,,SOUTH COURIER,United States,N
4804,Southern Airways,,SOUTHERN EXPRESS,United States,Y
4805,Saratov Aviation Division,6W,SARATOV AIR,Russia,Y
4806,Sowind Air,,SOWIND,Canada,N
4807,Solid Air,,SOLIDAIR,Netherland,N
4808,Sat Airlines,HZ,SATCO,Kazakhstan,Y
4809,Sierra Pacific Airlines,,SIERRA PACIFIC,United States,N
4810,Springbok Classic Air,,SPRING CLASSIC,South Africa,N
4811,Skyworld Airlines,,PORT,United States,N
4812,Sprague Electric Company,,SPRAGUE,United States,N
4813,Space World Airline,,SPACE WORLD,Nigeria,N
4814,Springdale Air Service,,SPRING AIR,United States,N
4815,Sapphire Executive Air,,SAPPHIRE-CHARTER,South Africa,N
4816,South Pacific Island Airways,,SOUTH PACIFIC,United States,Y
4817,Servicios Corporativos Aereos De La Laguna,,CORPORATIVOS LAGUNA,Mexico,N
4818,Skorpion Air,,AIR SKORPIO,Bulgaria,N
4819,Sapphire Aviation,,SAPPHIRE,United States,N
4820,Servicios Aereos Palenque,,SERVICOS PALENQUE,Mexico,N
4821,Servicios Aereos Tribasa,,TRIBASA,Mexico,N
4822,Shuttle America,S5,MERCURY,United States,Y
4823,SAAB Nyge Aero,,TARGET,Sweden,N
4824,Spark Air,,THAI SABAI,Thailand,N
4825,S C Ion Tiriac,,TIRIAC AIR,Romania,N
4826,Starlite Aviation,,STARSTREAM,South Africa,N
4827,Servicios Aereos Corporativos,,AEROTRON,Mauritania,N
4828,Societe Tout Tranport Mauritanien,,TOUT-AIR,Mauritania,N
4829,Servicios Aereos Tamazula,,TAMAZULA,Mexico,N
4830,Shar Ink,,SHARINK,Russia,N
4831,Second Sverdlovsk Air Enterprise,,PYSHMA,Russia,N
4832,Servicios Aereos Universitarios,,UNIVERSITARIO,Mexico,N
4833,Skif-Air,,SKIF-AIR,Ukraine,N
4834,Smarkand Aero Servise,,SAMAS,Uzbekistan,N
4835,Samarkand Airways,,SOGDIANA,Uzbekistan,N
4836,Servicios Aereos Avandaro,,AVANDARO,Mexico,N
4837,Stichting Vliegschool 16Hoven,,SMART,Netherlands,N
4838,Silverback Cargo Freighters,,SILVERBACK,Rwanda,N
4839,Sirvair,,VAIRSA,Mexico,N
4840,Scat Air,DV,VLASTA,Kazakhstan,Y
4841,Sunset Aviation,,VIXEN,United States,N
4842,Sport Air Travel,,WEST COAST,United States,N
4843,Swift Copters,,SWIFTCOPTERS,Switzerland,N
4844,Skyrover CC,,SKYWATCH,South Africa,N
4845,Safarilink Aviation,,SAFARILINK,Kenya,N
4846,SENEAM,,SENEAM,Mexico,N
4847,Southport Air Service,,,United States,N
4848,Spectrum Air Service,,,United States,N
4849,Stephenville Aviation Services,,,Canada,N
4850,Servicios Aereos Textra,,TEXTRA,Mexico,N
4851,Sector Airlines,,EXTER,Canada,N
4852,Skyplan Services,,,Canada,N
4853,Stewart Aviation Services,,YELLOW BIRD,United States,N
4854,Sirin,R1,,,N
4855,Star Air,S6,,Denmark,N
4856,Servicios Aereos Integrales / Flyant,,FLYANT,Spain,N
4857,State Flight Academy of Ukraine,,FLIGHT ACADEMY,Ukraine,N
4860,Trans Jet Airways,,TRANSJET,Sweden,N
4861,Turbot Air Cargo,,TURBOT,Senegal,N
4862,Tranporte Aereo Dominicano,,TRANS DOMINICAN,Dominican Republic,N
4863,TAME,EQ,TAME,Ecuador,Y
4864,Trans International Express Aviation,,BIG APPLE,United States,N
4865,TAG Aviation USA,,TAG U-S,United States,N
4866,Talair,,TALAIR,Papua New Guinea,N
4867,TAM Brazilian Airlines,JJ,TAM,Brazil,Y
4868,Transaustralian Air Express,,AUSCARGO,Australia,N
4869,TAP Portugal,TP,AIR PORTUGAL,Portugal,Y
4870,Tunisair,TU,TUNAIR,Tunisia,Y
4871,Transportes Aereos Tauro,,TRANSTAURO,Mexico,N
4872,Travelair,,TRAVELAIR,Germany,N
4873,TNT Airways,3V,QUALITY,Belgium,N
4874,Transbrasil,,TRANSBRASIL,Brazil,N
4875,Turbine Air Cargo UK,,,United Kingdom,N
4876,Thunderbird Tours,,ORCA,Canada,N
4877,Tropical Airways,M7,,Haiti,N
4878,Trinity Air Bahamas,,,Bahamas,N
4879,TAB Express International,,TAB INTERNATIONAL,United States,N
4880,Taban Air Lines,,TABAN AIR,Iran,N
4881,Teebah Airlines,,TEEBAH,Sierra Leone,N
4882,Tubelair,,TUBELAIR,Tunisia,N
4883,Tobago Express,,TABEX,Trinidad and Tobago,N
4884,Tropican Air Services,,TROPICANA,Egypt,N
4885,Transporte del Caribe,,TRANSCARIBE,Colombia,N
4886,Trans Continental Airlines,,TRANSCAL,Sudan,N
4887,Tchad Airlines,,TCHADLINES,Chad,N
4888,Trans-Colorado Airlines,,TRANS-COLORADO,United States,N
4889,Thai Air Cargo,T2,THAI CARGO,Thailand,Y
4890,Transcontinental Air,,TRANS GULF,Bahrain,N
4891,Teledyne Continental Motors,,TELEDYNE,United States,N
4892,Trans Continental Airlines,,TRANSCON,United States,N
4893,Transcorp Airways,,TRANSCORP,United Kingdom,N
4894,Transcontinental Sur,,TRANS-CONT,Uruguay,N
4895,Transglobal Airways Corporation,,TRANSGLOBAL,Philippines,N
4896,Thomas Cook Airlines,FQ,THOMAS COOK,Belgium,Y
4897,Thomas Cook Airlines,MT,KESTREL,United Kingdom,Y
4898,Twin Cities Air Service,,TWIN CITY,United States,N
4899,Tadair,,TADAIR,Spain,N
4900,Tellavia / Flight One,,TELLURIDE,United States,N
4901,Transportes Aereos de Ixtlan,,TRANSIXTLAN,Mexico,N
4902,Tandem Aero,TQ,TANDEM,Moldova,N
4903,TRADO,,TRADO,Dominican Republic,N
4904,Trade Air,,TRADEAIR,Croatia,N
4905,Taxi Aero Nacional Del Evora,,TAXI EVORA,Mexico,N
4906,Tradewinds Airlines,,TRADEWINDS EXPRESS,United States,N
4907,Tenir Airlines,,TENIR AIR,Kyrgyzstan,N
4908,Teamline Air,L9,Teamline,Austria,N
4909,Tecnicas Fotograficas,,TECFOTO,Spain,N
4910,Tempelhof Airways,,TEMPELHOF,United States,N
4911,Telford Aviation,,TELFORD,United States,N
4912,Tech-Mont Helicopter Company,,TECHMONT,Slovakia,N
4913,Tennessee Airways,,TENNESSEE,United States,N
4914,Territorial Airlines,,TERRI-AIRE,United States,N
4915,TAES Transportes Aereos de El Salvador,,TAES,El Salvador,N
4916,Transeuropean Airlines,UE,TRANSEURLINE,Russia,N
4917,Tepavia-Trans Airlines,,TEPAVIA,Moldova,N
4918,Trans-Florida Airlines,,TRANS FLORIDA,United States,N
4919,Tair Airways,,ROYAL TEE-AIR,Philippines,N
4920,Talon Air,,TALON FLIGHT,United States,N
4921,Trabajos Aereos Murcianos,,PIJO,Spain,N
4922,Thai Flying Helicopter Service,,THAI HELICOPTER,Thailand,N
4923,Transport Facilitators,,,United States,N
4924,Transafrik International,,,Sao Tome and Principe,N
4925,Transportes Aereos del Pacifico,,TRANSPORTES PACIFICO,Mexico,N
4926,Thai Flying Service,,THAI FLYING,Thailand,N
4927,Transportes Aereos San Rafael,,SAN RAFEAL,Chile,N
4928,Tayside Aviation,,TAYSIDE,United Kingdom,N
4929,TG Aviation,,THANET,United Kingdom,N
4930,Trabajos Aereos,,TASA,Spain,N
4931,Transportes Aereos Regionales,,TRANSPORTE REGIONAL,Mexico,N
4932,TAG Aviation Espana,,TAG ESPANA,Spain,N
4933,Trigana Air Service,,TRIGANA,Indonesia,Y
4934,Titan Airways,ZT,ZAP,United Kingdom,N
4935,Transport Canada,,TRANSPORT,Canada,N
4936,Tiger Airways,TR,GO CAT,Singapore,Y
4937,Tiger Airways Australia,TT,GO CAT,Australia,Y
4938,Transair Gabon],,TRANSGABON,Gabon,N
4939,Trans Guyana Airways,,TRANS GUYANA,Guyana,N
4940,Thai Airways International,TG,THAI,Thailand,Y
4941,Tar Heel Aviation,,TARHEEL,United States,N
4942,Toumai Air Tchad,,TOUMAI AIR,Chad,N
4943,Touraine Helicoptere,,TOURAINE HELICO,France,N
4944,Thai Global Airline,,THAI GLOBAL,Thailand,N
4945,Thai Jet Intergroup,,THAI JET,Thailand,N
4946,Turk Hava Kurumu Hava Taksi Isletmesi,,HUR KUS,Turkey,Y
4947,Thai AirAsia,FD,THAI ASIA,Thailand,Y
4948,TACA De Honduras,,LEMPIRA,Honduras,N
4949,Tehran Airline,,TEHRAN AIR,Iran,N
4950,Thunder Airlines,,AIR THUNDER,Canada,N
4951,Turkish Airlines,TK,TURKAIR,Turkey,Y
4952,Trans Helicoptere Service,,LYON HELIJET,France,N
4953,Trans International Airlines,,TRANS INTERNATIONAL,United States,N
4954,Travel International Air Charters,,TRAVEL INTERNATIONAL,Zambia,N
4955,Time Air,,TIME AIR,Czech Republic,N
4956,Tic Air,,TICAIR,Australia,N
4957,Tajikistan International Airlines,,TIL,Tajikistan,Y
4958,TEAM Transportes Aereos,,TEAM BRASIL,Brazil,N
4959,Taino Tours,,TAINO,Dominican Republic,N
4960,Tesis,,TESIS,Russia,N
4961,Transcarga Intl Airways,,TIACA,Venezuela,N
4962,Tajikair,,TAJIKAIR,Tajikistan,N
4963,Tien-Shan,,NERON,Kazakhstan,N
4964,Tyrolean Jet Service,,TYROLJET,Austria,N
4965,Twin Jet,T7,TWINJET,France,Y
4966,Tikal Jets Airlines,,TIKAL,Guatemala,N
4967,Take Air Line,,ISLAND BIRD,France,N
4968,Tropical International Airways,,TROPEXPRESS,Saint Kitts and Nevis,N
4969,Thai Sky Airlines,9I,THAI SKY,Thailand,N
4970,Translift Airways,,TRANSLIFT,Ireland,Y
4971,Transport Africa,,TRANS-LEONE,Sierra Leone,N
4972,Trans Atlantic Airlines,,ATLANTIC LEONE,Sierra Leone,N
4973,Eagle Canyon Airlines,,TALON AIR,United States,N
4974,Tulip Air,TD,TULIPAIR,Netherland,N
4975,Tunisavia,,TUNISAVIA,Tunisia,N
4976,TLC Air,,TEALSY,United States,N
4977,Turtle Airways,,TURTLE,Fiji,N
4978,Travelair,,PAJAROS,Uruguay,N
4979,Telesis Transair,,TELESIS,United States,N
4980,Top-Fly,,TOPFLY,Spain,N
4981,Trans Mediterranean Airlines,TL,TANGO LIMA,Lebanon,Y
4982,Transmed Airlines,,,Egypt,N
4983,Tri-MG Intra Asia Airlines,GY,TRILINES,Indonesia,N
4984,Taxis Turisticos Marakame,,TAXIMARAKAME,Mexico,N
4985,Tamir Airways,,TAMIRWAYS,Israel,N
4986,Tomahawk Airways,,TOMAHAWK,United States,N
4987,TAM,,TAM AIRLINE,Madagascar,N
4988,TMC Airlines,,WILLOW RUN,United States,N
4989,TRAM,,TRAM AIR,Mauritania,N
4990,Timberline Air,,TIMBER,Canada,N
4991,Temsco Helicopters,,TEMSCO,United States,N
4992,Trans Midwest Airlines,,TRANS MIDWEST,United States,N
4993,Tramon Air,,TRAMON,South Africa,N
4994,Transportes Aereos del Mundo Maya,,MUNDO MAYA,Mexico,N
4995,Tranporte Amazonair,,TRANS AMAZON,Venezuela,N
4996,Trans Air-Benin,,TRANS-BENIN,Benin,N
4997,Taxis Aereos del Noroeste,,TAXINOROESTE,Mexico,N
4998,Transafricaine,,TRANSFAS,Burkina Faso,N
4999,Tennessee Air National Guard 164th Airlift Group,,,United States,N
5000,Transair International Linhas Aereas,,TRANSINTER,United States,N
5001,Tengeriyn Ulaach Shine,,SKY HORSE,Mongolia,N
5002,Tiara Air,3P,TIARA,Aruba,Y
5003,Transped Aviation,,TRANSPED,Austria,N
5004,Tanana Air Services,,TAN AIR,United States,N
5005,Trans North Turbo Air,,TRANS NORTH,Canada,N
5006,Transnorthern,,TRANSNORTHERN,United States,N
5007,Trans Nation Airways,,TRANS-NATION,Ethiopia,N
5008,Trener Ltd,,TRAINER,Hungary,N
5009,Twin Town Leasing Company,,TWINCAL,United States,N
5010,Tobruk Air,7T,TOBRUK AIR,Libya,N
5011,TOJ Airlines,,TOJ AIRLINE,Tajikistan,N
5012,Tol-Air Services,TI,TOL AIR,United States,N
5013,Thomsonfly,BY,TOMSON,United Kingdom,Y
5014,Top Air,,AIR TOP,Turkey,N
5015,Toronto Airways,,TORONTAIR,Canada,N
5016,Tropic Air,PM,TROPISER,Belize,Y
5017,Totavia,,,Canada,N
5018,Tower Air,FF,TEE AIR,United States,N
5019,Toyota Canada,,TOYOTA,Canada,N
5020,TAMPA,QT,TAMPA,Colombia,Y
5021,Top Speed,,TOP SPEED,Austria,N
5022,Taxis Aereos del Pacifico,,TAXIPACIFICO,Mexico,N
5023,Transportes Aereos Pegaso,,TRANSPEGASO,Mexico,N
5024,TAR Interpilot,,INTERPILOT,Mauritania,N
5025,Transpais Aereo,,TRANSPAIS,Mexico,N
5026,Transportacion Aerea del Norte,,AEREA DELNORTE,Mexico,N
5027,Transpac Express,,TRANS EXPRESS,Australia,N
5028,Taxis Aereos De Parral,,TAXIS PARRAL,Mexico,N
5029,TAPSA Transportes Aereos Petroleros,,TAPSA,Argentina,N
5030,Transportes Aereo del Sureste,,TASSA,Mexico,N
5031,Trans American Airlines (Trans Am),,TRANS PERU,Peru,N
5032,Thai Pacific Airlines Business,,THAI PACIFIC,Thailand,N
5033,Transportes Aereos De Xalapa,,TRANSXALAPA,Mexico,N
5034,Trans-Provincial Airlines,,TRANS PROVINCIAL,Canada,N
5035,Transportes La Paz,,TRANSPAZ,Mexico,N
5036,Taquan Air Services,,TAQUAN,United States,N
5037,Transportacion Aerea De Queretaro,,TRANSQUERETARO,Mexico,N
5038,TransAsia Airways,GE,TransAsia,Taiwan,Y
5039,Transavia Holland,HV,TRANSAVIA,Netherlands,Y
5040,Trans Air Charter,,TRACKER,United States,N
5041,TACV,VR,CABOVERDE,Portugal,Y
5042,Trans Island Air,,TRANS ISLAND,Barbados,N
5043,Taxi Air Fret,,TAXI JET,France,N
5044,TRAGSA (Medios Aereos),,,Spain,N
5045,Trans Euro Air,,HIGH TIDE,United Kingdom,N
5046,Transport Aerien de Mauritanie,,SOTRANS,Mauritania,N
5047,Tropic Airlines-Air Molokai,,MOLOKAI,United States,N
5048,Turdus Airways,,HUNTER,Netherland,N
5049,Tramson Limited,,TRAMSON,Sudan,N
5050,Trans Arabian Air Transport,,TRANS ARABIAN,Sudan,N
5051,Triangle Airline (Uganda),,TRI AIR,Uganda,N
5052,Transwestern Airlines of Utah,,TRANS-WEST,United States,N
5053,Tristar Airlines,,TRISTAR AIR,United States,N
5054,TransMeridian Airlines,T9,TRANS-MERIDIAN,United States,N
5055,Transair France,,AIRTRAF,France,N
5056,TAF-Linhas Aereas,,TAFI,Brazil,N
5057,Transmile Air Services,TH,TRANSMILE,Malaysia,N
5058,Trans-Air-Congo,,TRANS-CONGO,Republic of the Congo,N
5059,Transport'air,,TRANSPORTAIR,France,N
5060,Trast Aero,S5,TRAST AERO,Kyrgyzstan,N
5061,Trast Aero,,TOMSK-AVIA,Kyrgyzstan,N
5062,Thai Aviation Services,,THAI AVIATION,Thailand,N
5063,Taftan Airlines,,TAFTAN,Iran,N
5064,Transwest Air,9T,ATHABASKA,Canada,Y
5065,Trans Sayegh Airport Services,,,Lebanon,N
5066,Trans-Air Services,,AIR TRANS,Nigeria,N
5067,Transaero Airlines,UN,TRANSOVIET,Russia,Y
5068,Transportes Aereos Inter,,TRANSPO-INTER,Guatemala,N
5069,Trans Service Airlift,,TRANS SERVICE,Democratic Republic of Congo,N
5070,Tri-State Aero,,TRI-STATE,United States,N
5071,TRAST,,TRAST,Kazakhstan,N
5072,Tropair Airservices,,TROPIC,United Kingdom,N
5073,Transwings,,SWISSTRANS,Switzerland,N
5074,Thai Star Airlines,T9,THAI STAR,Thailand,N
5075,Tristar Air,,TRIPLE STAR,Egypt,N
5076,TTA - Sociedade de Transporte e Trabalho Aereo,,KANIMANBO,Mozambique,N
5077,Transteco,,TRANSTECO,Angola,N
5078,Tarhan Tower Airlines,,,Turkey,N
5079,Total Linhas Aereas,,TOTAL,Brazil,N
5080,Triple O Aviation,,MIGHTY WING,Nigeria,N
5081,Transportaciones Y Servicios Aereos,,TRANSPORTACIONES,Mexico,N
5082,Transporte Aereo Tecnico Ejecutivo,,TECNICO,Mexico,N
5083,Turkmenistan Airlines,T5,TURKMENISTAN,Turkmenistan,Y
5084,Turismo Aereo de Chile,,TURICHILE,Chile,N
5085,Tuninter,UG,,Tunisia,Y
5086,Tulpar Air,,URSAL,Russia,N
5087,Tyumenspecavia,,TUMTEL,Russia,N
5088,Taxi Aereo Turistico,,TURISTICO,Mexico,N
5089,Tulpar Air Service,,TULPA,Kazakhstan,N
5090,Tuna Aero,,TUNA,Sweden,N
5091,Trans America Airlines,,TRANS-AMERICA,United States,N
5092,Trabajos Aereos Vascongados,,TRAVASA,Spain,N
5093,Tiramavia,,TIRAMAVIA,Moldova,N
5094,Travel Service,,TRAVEL SERVICE,Hungary,N
5095,Transavio,,TRANS-BALLERIO,Italy,N
5096,Tavrey Airlines,T6,TAVREY,Ukraine,N
5097,Travel Service,QS,SKYTRAVEL,Czech Republic,Y
5098,Trans World Airlines,TW,TWA,United States,N
5099,Transwede Airways,,TRANSWEDE,Sweden,N
5100,Twinjet Aircraft Sales,,,United Kingdom,N
5101,Tradewinds Aviation,,TRADEWINDS CANADA,Canada,N
5102,Transairways,,,Mozambique,N
5103,Twente Airlines,,COLIBRI,Netherlands,N
5104,Trans Air Welwitchia,,WELWITCHIA,Angola,N
5105,Texair Charter,,OKAY AIR,United States,N
5106,Transaviaexport,AL,TRANSEXPORT,Belarus,N
5107,Transilvania Express,,TRANSAIR EXPRESS,Romania,N
5108,Taxi Aereo Cozatl,,TAXI COZATL,Mexico,N
5109,Taxi Aereo de Mexico,,TAXIMEX,Mexico,N
5110,Texas National Airlines,,TEXAS NATIONAL,United States,N
5111,Taxis Aereos de Sinaloa,,TAXIS SINALOA,Mexico,N
5112,Taxirey,,TAXIREY,Mexico,N
5113,Texas Airlines,,TEXAIR,United States,N
5114,Texas Air Charters,,TEXAS CHARTER,United States,N
5115,Tex Star Air Freight,,TEX STAR,United States,N
5116,Tayflite,,TAYFLITE,United Kingdom,N
5117,Trygg-Flyg,,TRYGG,Sweden,N
5118,Tyrol Air Ambulance,,TYROL AMBULANCE,Austria,N
5119,Transporte Aereo Ernesto Saenz,,TRANSPORTE SAENZ,Mexico,N
5120,Tajikstan,,TAJIKSTAN,Tajikistan,N
5121,Thyssen Krupp AG,,BLUELINE,Germany,N
5122,TUIfly Nordic,6B,BLUESCAN,Sweden,Y
5123,Transportes Aereos Bolivianos,,BOL,Bolivia,N
5124,Tiphook PLC,,BOX,United Kingdom,N
5125,Top Flight Air Service,,CHECK AIR,United States,N
5126,Trans America,,CLINTON AIRWAYS,United States,N
5127,Triple Alpha,,CAROLUS,Germany,N
5128,Tashkent Aircraft Production Corporation,,CORTAS,Uzbekistan,N
5129,Texas Airways,,TEXAS AIRWAYS,United States,N
5130,Transportes Aereos Don Carlos,,DON CARLOS,Chile,N
5131,Telnic Limited,,DOT TEL,United Kingdom,N
5132,Triton Airlines,,TRITON AIR,Canada,N
5133,TAAG Angola Airlines,DT,DTA,Angola,Y
5134,Tassili Airlines,SF,TASSILI AIR,Algeria,N
5135,Transporte Ejecutivo Aereo,,EJECUTIVO-AEREO,Mexico,N
5136,Transportes Aereos Nacionales De Selva Tans,,AEREOS SELVA,Peru,N
5137,TAG Farnborough Airport,,,United Kingdom,N
5138,Transaviaservice,,TRANSAVIASERVICE,Georgia,N
5139,TAG Aviation,,TAG AVIATION,Switzerland,N
5140,The 955 Preservation Group,,GRIFFON,United Kingdom,N
5141,Trans-Air-Link,,SKY TRUCK,United States,N
5142,Tradewind Aviation,,GOODSPEED,United States,N
5143,Trail Lake Flying Service,,HARBOR AIR,United States,N
5144,TAF Helicopters,,HELITAF,Spain,N
5145,Tango Bravo,,HELI TANGO,France,N
5146,Turkish Air Force,,TURKISH AIRFORCE,Turkey,Y
5147,Thryluthjonustan,,,Iceland,N
5148,TA-Air Airline,,TA-AIR,Iran,N
5149,Tara Air Line,,TARAIR,Iran,N
5150,Trading Air Cargo,,TRADING CARGO,Mauritania,N
5151,Trans-Kiev,,TRANS-KIEV,Ukraine,N
5152,Tal Air Charters,,JETEL,Canada,N
5153,Transcontinental Airlines,,REGATA,Kazakhstan,N
5154,Transaviabaltika,,TRANSBALTIKA,Lithuania,N
5155,Transair-Gyraintiee,,KOTAIR,Russia,N
5156,TAM Mercosur,PZ,PARAGUAYA,Paraguay,Y
5157,The Lancair Company,,LANCAIR,United States,N
5158,The Army Aviation Heritage Foundation,,LEGACY,United States,N
5159,Top Sky International,,TOPINTER,Indonesia,N
5160,Trans States Airlines,AX,WATERSKI,United States,Y
5161,Trans Atlantis,,LANTRA,Canada,N
5162,Transportacion Aerea Del Mar De Cortes,,TRANS CORTES,Mexico,N
5163,Transporte Aero MGM,,AERO EMM-GEE-EMM,Mexico,N
5164,Tigerfly,,MOTH,United Kingdom,N
5165,Transportes Aereos Amparo,,AMPARO,Mexico,N
5166,Trans Air,,MAUI,United States,N
5167,Transportes Aereos Mexiquenses,,MEXIQUENSES,Mexico,N
5168,Travelsky Technology,1E,,China,N
5169,Thalys,2H,,Belgium,N
5171,TNT International Aviation,,NITRO,United Kingdom,N
5172,Open Skies Consultative Commission,1L,OPEN SKIES,United States,N
5173,Trans-Pacific Orient Airways,,PACIFIC ORIENT,Philippines,N
5174,Tauranga Aer Club,,,New Zealand,N
5175,TSSKB-Progress,,PROGRESS,Russia,N
5176,Trans World Express,,RED BIRD,United States,N
5177,Trans Reco,,TRANS-RECO,Mauritania,N
5178,Tas Aviation,,TASS AIR,United States,N
5179,Tarom,RO,TAROM,Romania,Y
5180,Transportes Aereos I.R. Crusoe,,ROBINSON CRUSOE,Chile,N
5181,Transportes Aereos Sierra,,SIERRA ALTA,Mexico,N
